provincia,canton,latitud,longitud,AÑO,ASESINATO,FEMICIDIO,HOMICIDIO,SICARIATO,TOTAL
BOLÍVAR,BOLÍVAR,-1.4345070056924607,-79.28209600758994,2019.0,0.0,0.0,0.0,3.0,3.0
BOLÍVAR,BOLÍVAR,-1.5933559453094752,-79.00195369374596,2019.0,0.0,0.0,1.0,0.0,1.0
BOLÍVAR,BOLÍVAR,-1.2873997693297756,-79.31635209243969,2019.0,0.0,0.0,0.0,0.0,0.0
BOLÍVAR,BOLÍVAR,-1.7214835246847695,-79.04208563291301,2019.0,1.0,0.0,0.0,0.0,1.0
CAÑAR,CAÑAR,-2.7453174760372523,-78.85464986804966,2019.0,0.0,0.0,0.0,0.0,0.0
CAÑAR,CAÑAR,-2.718158277476063,-78.89506820330142,2019.0,0.0,0.0,0.0,0.0,0.0
CAÑAR,CAÑAR,-2.560066016198399,-78.94030942159786,2019.0,0.0,0.0,1.0,0.0,1.0
CAÑAR,CAÑAR,-2.7742553139957096,-78.9229425853276,2019.0,0.0,0.0,0.0,0.0,0.0
CAÑAR,CAÑAR,-2.512739585549103,-78.93125261406546,2019.0,2.0,0.0,0.0,0.0,2.0
CAÑAR,CAÑAR,-2.4226494349657304,-79.34665371328762,2019.0,2.0,0.0,1.0,0.0,3.0
CAÑAR,CAÑAR,-2.436873127572856,-79.05252217009713,2019.0,0.0,0.0,0.0,0.0,0.0
CARCHI,CARCHI,0.4992661952702349,-77.90655710630634,2019.0,0.0,0.0,0.0,0.0,0.0
CARCHI,CARCHI,0.6645777567362529,-78.02053212435166,2019.0,0.0,1.0,1.0,0.0,2.0
CARCHI,CARCHI,0.5491264058598859,-78.04239999218682,2019.0,0.0,0.0,0.0,0.0,0.0
CARCHI,CARCHI,0.5629594172029508,-77.77545377706274,2019.0,0.0,0.0,0.0,0.0,0.0
CARCHI,CARCHI,0.6294539223094229,-77.7280671702541,2019.0,0.0,0.0,0.0,0.0,0.0
CARCHI,CARCHI,0.8106937646994191,-77.72242574706743,2019.0,1.0,1.0,1.0,0.0,3.0
CHIMBORAZO,CHIMBORAZO,-2.200793076293622,-78.8496726683915,2019.0,1.0,0.0,0.0,0.0,1.0
CHIMBORAZO,CHIMBORAZO,-1.7335435904096688,-78.5999199872129,2019.0,0.0,0.0,0.0,0.0,0.0
CHIMBORAZO,CHIMBORAZO,-2.2909173702924712,-78.92320949372329,2019.0,0.0,0.0,0.0,0.0,0.0
CHIMBORAZO,CHIMBORAZO,-1.7389883629990062,-78.77045395066534,2019.0,0.0,0.0,2.0,0.0,2.0
CHIMBORAZO,CHIMBORAZO,-2.207675034719824,-79.13512797962643,2019.0,0.0,0.0,0.0,0.0,0.0
CHIMBORAZO,CHIMBORAZO,-1.9361674197771157,-78.71136042636947,2019.0,0.0,0.0,0.0,0.0,0.0
CHIMBORAZO,CHIMBORAZO,-1.611862056349082,-78.63719394179877,2019.0,0.0,0.0,1.0,0.0,1.0
CHIMBORAZO,CHIMBORAZO,-2.00044818856799,-78.97052435142399,2019.0,0.0,0.0,0.0,0.0,0.0
CHIMBORAZO,CHIMBORAZO,-1.5690631713545748,-78.53431112847277,2019.0,0.0,0.0,0.0,0.0,0.0
CHIMBORAZO,CHIMBORAZO,-1.73567958520902,-78.7262335802787,2019.0,6.0,0.0,3.0,0.0,9.0
COTOPAXI,COTOPAXI,-0.9433822936273738,-79.23452072483649,2019.0,1.0,1.0,0.0,0.0,2.0
COTOPAXI,COTOPAXI,-0.9361826977397582,-78.61748633031968,2019.0,10.0,4.0,6.0,0.0,20.0
COTOPAXI,COTOPAXI,-1.11234916124104,-79.20151538165472,2019.0,0.0,0.0,1.0,0.0,1.0
COTOPAXI,COTOPAXI,-0.9605218840318108,-78.69951371204242,2019.0,0.0,0.0,0.0,0.0,0.0
COTOPAXI,COTOPAXI,-1.044376629200021,-78.59365313893335,2019.0,3.0,1.0,0.0,0.0,4.0
COTOPAXI,COTOPAXI,-0.8269483188510437,-78.67407272513472,2019.0,0.0,0.0,0.0,0.0,0.0
COTOPAXI,COTOPAXI,-0.7031361518181343,-78.89203530242419,2019.0,1.0,0.0,0.0,0.0,1.0
EL ORO,EL ORO,-3.560478442196411,-80.07129048959521,2019.0,3.0,0.0,2.0,0.0,5.0
EL ORO,EL ORO,-3.4598268020771195,-79.5801124027695,2019.0,2.0,0.0,0.0,0.0,2.0
EL ORO,EL ORO,-3.241238981530895,-79.82429290870787,2019.0,11.0,0.0,1.0,1.0,13.0
EL ORO,EL ORO,-3.480749616423377,-80.22836788856449,2019.0,13.0,2.0,2.0,0.0,17.0
EL ORO,EL ORO,-3.825064443656149,-80.0767763582082,2019.0,0.0,0.0,0.0,0.0,0.0
EL ORO,EL ORO,-3.266889621869932,-79.97126382915992,2019.0,21.0,2.0,8.0,0.0,31.0
EL ORO,EL ORO,-3.7868341152409353,-79.91518435365457,2019.0,0.0,0.0,0.0,0.0,0.0
EL ORO,EL ORO,-3.3356421091246795,-79.81700751216624,2019.0,7.0,0.0,3.0,0.0,10.0
EL ORO,EL ORO,-3.682847471579553,-79.6846694954394,2019.0,0.0,0.0,1.0,0.0,1.0
EL ORO,EL ORO,-3.71792927836551,-79.62169067115401,2019.0,1.0,0.0,0.0,0.0,1.0
EL ORO,EL ORO,-3.446761132715953,-79.96222771028793,2019.0,1.0,1.0,3.0,0.0,5.0
EL ORO,EL ORO,-3.6949578592424,-79.61406377898986,2019.0,2.0,0.0,0.0,0.0,2.0
ESMERALDAS,ESMERALDAS,0.866802362507194,-79.85243168332373,2019.0,5.0,0.0,1.0,0.0,6.0
ESMERALDAS,ESMERALDAS,0.594702660477162,-79.02215491936377,2019.0,3.0,0.0,1.0,0.0,4.0
ESMERALDAS,ESMERALDAS,0.9618310830638832,-79.66466702258148,2019.0,22.0,0.0,2.0,0.0,24.0
ESMERALDAS,ESMERALDAS,0.6094677181970387,-80.02053797573728,2019.0,3.0,0.0,0.0,0.0,3.0
ESMERALDAS,ESMERALDAS,0.323920791843248,-79.478203944209,2019.0,7.0,0.0,4.0,0.0,11.0
ESMERALDAS,ESMERALDAS,1.0575196858787212,-79.40622941882837,2019.0,0.0,0.0,1.0,0.0,1.0
ESMERALDAS,ESMERALDAS,1.2651025980065922,-78.84975920265786,2019.0,15.0,0.0,3.0,0.0,18.0
GALAPAGOS,GALAPAGOS,-0.9692453227122902,-91.32197923028303,2019.0,0.0,0.0,0.0,0.0,0.0
GALAPAGOS,GALAPAGOS,-0.8674715,-89.436391,2019.0,0.0,0.0,0.0,0.0,0.0
GALAPAGOS,GALAPAGOS,-0.674360113514362,-90.3838567846858,2019.0,0.0,0.0,0.0,0.0,0.0
GUAYAS,GUAYAS,-1.8918736471930095,-79.556536362924,2019.0,2.0,0.0,0.0,0.0,2.0
GUAYAS,GUAYAS,-2.9145943315701355,-79.81712327542685,2019.0,2.0,0.0,1.0,0.0,3.0
GUAYAS,GUAYAS,-1.368092668749019,-79.90999479166535,2019.0,4.0,0.0,0.0,0.0,4.0
GUAYAS,GUAYAS,-1.546875745958248,-80.01165912794433,2019.0,2.0,0.0,0.0,0.0,2.0
GUAYAS,GUAYAS,-2.226702778548632,-79.46063937139817,2019.0,1.0,0.0,1.0,0.0,2.0
GUAYAS,GUAYAS,-1.867173230026684,-79.9822263733689,2019.0,7.0,2.0,0.0,1.0,10.0
GUAYAS,GUAYAS,-2.177718465557473,-79.85137998740997,2019.0,24.0,3.0,1.0,0.0,28.0
GUAYAS,GUAYAS,-1.0505059209752523,-79.61101312796698,2019.0,9.0,0.0,0.0,0.0,9.0
GUAYAS,GUAYAS,-2.333055659169151,-79.41150741222553,2019.0,12.0,2.0,0.0,0.0,14.0
GUAYAS,GUAYAS,-2.193399623868571,-79.18889893182477,2019.0,0.0,0.0,0.0,0.0,0.0
GUAYAS,GUAYAS,-2.224112421446136,-79.93654086192818,2019.0,248.0,5.0,16.0,0.0,269.0
GUAYAS,GUAYAS,-1.8833294080939675,-80.1479701441253,2019.0,3.0,0.0,0.0,0.0,3.0
GUAYAS,GUAYAS,-1.8775145176895307,-80.09122825691936,2019.0,1.0,0.0,0.0,0.0,1.0
GUAYAS,GUAYAS,-2.143775823936588,-79.59973316524878,2019.0,21.0,3.0,1.0,0.0,25.0
GUAYAS,GUAYAS,-2.6733493159263326,-79.62796428790178,2019.0,7.0,0.0,1.0,0.0,8.0
GUAYAS,GUAYAS,-2.1778197066133,-79.47486960881774,2019.0,4.0,0.0,0.0,0.0,4.0
GUAYAS,GUAYAS,-1.9169916334850623,-80.01442554464674,2019.0,1.0,0.0,0.0,0.0,1.0
GUAYAS,GUAYAS,-1.630581109668812,-79.98232924622508,2019.0,3.0,0.0,0.0,0.0,3.0
GUAYAS,GUAYAS,-1.8183305889708572,-80.23721945196114,2019.0,3.0,0.0,1.0,0.0,4.0
GUAYAS,GUAYAS,-2.6328390447810386,-80.39541625970806,2019.0,1.0,0.0,0.0,0.0,1.0
GUAYAS,GUAYAS,-1.8577263,-79.7983103,2019.0,3.0,0.0,0.0,0.0,3.0
GUAYAS,GUAYAS,-2.1222948207450423,-79.91946056099337,2019.0,1.0,0.0,0.0,0.0,1.0
GUAYAS,GUAYAS,-2.1005459270810443,-79.69521966944139,2019.0,6.0,0.0,0.0,0.0,6.0
GUAYAS,GUAYAS,-1.7161659554857949,-79.98726860731439,2019.0,3.0,0.0,0.0,0.0,3.0
GUAYAS,GUAYAS,-2.157584968989693,-79.89133902531958,2019.0,1.0,1.0,1.0,0.0,3.0
IMBABURA,IMBABURA,0.3217881769685554,-78.23676956404194,2019.0,1.0,0.0,1.0,0.0,2.0
IMBABURA,IMBABURA,0.3049340418092398,-78.26761727758769,2019.0,1.0,0.0,0.0,0.0,1.0
IMBABURA,IMBABURA,0.3383963097315963,-78.1440322536912,2019.0,8.0,1.0,2.0,0.0,11.0
IMBABURA,IMBABURA,0.2299251589441741,-78.26690098807444,2019.0,1.0,0.0,2.0,0.0,3.0
IMBABURA,IMBABURA,0.3896499811855805,-77.94248352508588,2019.0,1.0,0.0,1.0,0.0,2.0
IMBABURA,IMBABURA,0.4189441852979647,-78.19557061960269,2019.0,6.0,0.0,0.0,0.0,6.0
LOJA,LOJA,-4.3238084690524765,-79.55592562540329,2019.0,1.0,0.0,0.0,0.0,1.0
LOJA,LOJA,-3.990903559891173,-79.3627320798549,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-4.104818873572961,-79.9607110314306,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-3.87911266952336,-79.64602585936447,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-4.232270866122534,-79.43668008816338,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-4.389139325563752,-79.94870153408499,2019.0,0.0,1.0,0.0,0.0,1.0
LOJA,LOJA,-3.935587932511903,-79.64742931001588,2019.0,1.0,0.0,0.0,0.0,1.0
LOJA,LOJA,-4.080424852812222,-79.83139907041628,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-4.116898510511171,-80.10868814734823,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-4.00323886349605,-80.10005131799474,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-4.297530984398054,-79.4014801791974,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-3.622839558441898,-79.2395219445892,2019.0,0.0,1.0,1.0,0.0,2.0
LOJA,LOJA,-4.329458162465337,-79.79187524995378,2019.0,0.0,0.0,0.0,0.0,0.0
LOJA,LOJA,-4.38736304542458,-80.24613209389945,2019.0,0.0,0.0,0.0,0.0,0.0
LOS RÍOS,LOS RÍOS,-1.7030449938418872,-79.71931399178918,2019.0,5.0,0.0,0.0,0.0,5.0
LOS RÍOS,LOS RÍOS,-1.807206599874431,-79.5345887331659,2019.0,11.0,1.0,5.0,0.0,17.0
LOS RÍOS,LOS RÍOS,-0.898476553052896,-79.49568853740386,2019.0,9.0,0.0,2.0,0.0,11.0
LOS RÍOS,LOS RÍOS,-1.1863222209072355,-79.50902329454298,2019.0,1.0,0.0,1.0,0.0,2.0
LOS RÍOS,LOS RÍOS,-1.790138724611521,-79.29031079948201,2019.0,1.0,0.0,0.0,0.0,1.0
LOS RÍOS,LOS RÍOS,-1.4330817510804164,-79.75685270144056,2019.0,4.0,0.0,0.0,0.0,4.0
LOS RÍOS,LOS RÍOS,-1.5521868878041118,-79.53624885040549,2019.0,13.0,0.0,1.0,0.0,14.0
LOS RÍOS,LOS RÍOS,-1.031261768890284,-79.47206932518705,2019.0,26.0,0.0,1.0,0.0,27.0
LOS RÍOS,LOS RÍOS,-1.2077342044576989,-79.31660617261026,2019.0,0.0,1.0,1.0,0.0,2.0
LOS RÍOS,LOS RÍOS,-1.5695770653534244,-79.42619052047122,2019.0,3.0,0.0,1.0,0.0,4.0
LOS RÍOS,LOS RÍOS,-0.9552813867734002,-79.35584551569788,2019.0,7.0,0.0,0.0,0.0,7.0
LOS RÍOS,LOS RÍOS,-1.4463751919845131,-79.46339778931268,2019.0,9.0,0.0,0.0,0.0,9.0
LOS RÍOS,LOS RÍOS,-1.5888636860147545,-79.80907194801966,2019.0,7.0,1.0,0.0,0.0,8.0
MANABÍ,MANABÍ,-1.4010657683199916,-80.43479045775997,2019.0,3.0,0.0,1.0,0.0,4.0
MANABÍ,MANABÍ,-0.9644055378590488,-80.01069848381205,2019.0,5.0,0.0,0.0,0.0,5.0
MANABÍ,MANABÍ,-0.705638584445142,-80.10345967926018,2019.0,5.0,1.0,1.0,0.0,7.0
MANABÍ,MANABÍ,-0.2758115314602626,-79.47059707528034,2019.0,17.0,0.0,1.0,0.0,18.0
MANABÍ,MANABÍ,-0.4062923348872495,-79.90841434651634,2019.0,7.0,0.0,1.0,0.0,8.0
MANABÍ,MANABÍ,-0.2031103380055459,-80.26493585067406,2019.0,1.0,0.0,0.0,0.0,1.0
MANABÍ,MANABÍ,-0.9735241338722332,-80.66182644516299,2019.0,4.0,0.0,0.0,0.0,4.0
MANABÍ,MANABÍ,-1.3569435566891646,-80.58855940891888,2019.0,0.0,2.0,0.0,0.0,2.0
MANABÍ,MANABÍ,-0.9288371009260712,-80.20849106790142,2019.0,0.0,0.0,0.0,0.0,0.0
MANABÍ,MANABÍ,-0.9764028045989638,-80.72057610613196,2019.0,12.0,0.0,1.0,0.0,13.0
MANABÍ,MANABÍ,-1.047412823716842,-80.66173603162245,2019.0,7.0,0.0,0.0,0.0,7.0
MANABÍ,MANABÍ,-1.3828430992727458,-80.23315056569699,2019.0,0.0,0.0,0.0,0.0,0.0
MANABÍ,MANABÍ,-1.5554185850625226,-80.42820324675003,2019.0,1.0,0.0,1.0,0.0,2.0
MANABÍ,MANABÍ,0.0668604130225501,-80.05743051596993,2019.0,2.0,1.0,1.0,0.0,4.0
MANABÍ,MANABÍ,-1.0454246625438184,-79.82833111672508,2019.0,3.0,0.0,0.0,0.0,3.0
MANABÍ,MANABÍ,-1.0894573589075498,-80.4982641785434,2019.0,19.0,1.0,3.0,0.0,23.0
MANABÍ,MANABÍ,-1.5648698687542508,-80.81716149167234,2019.0,0.0,0.0,0.0,0.0,0.0
MANABÍ,MANABÍ,-0.924767302296866,-80.45230746972915,2019.0,1.0,0.0,0.0,0.0,1.0
MANABÍ,MANABÍ,-0.6069141704598965,-80.4049647606132,2019.0,3.0,0.0,0.0,0.0,3.0
MANABÍ,MANABÍ,-1.2090405058284934,-80.37518087443799,2019.0,2.0,0.0,0.0,0.0,2.0
MANABÍ,MANABÍ,-1.2804579455135248,-80.42722279401802,2019.0,3.0,0.0,0.0,0.0,3.0
MANABÍ,MANABÍ,-0.7885957695704494,-80.2401634927606,2019.0,3.0,0.0,0.0,0.0,3.0
MORONA SANTIAGO,MORONA SANTIAGO,-3.405864029561032,-78.58488157274805,2019.0,1.0,0.0,0.0,0.0,1.0
MORONA SANTIAGO,MORONA SANTIAGO,-1.946955214293936,-77.99102511905858,2019.0,0.0,0.0,0.0,0.0,0.0
MORONA SANTIAGO,MORONA SANTIAGO,-3.1081302633861774,-78.3853110845149,2019.0,0.0,0.0,0.0,0.0,0.0
MORONA SANTIAGO,MORONA SANTIAGO,-2.6211280951812896,-78.22509019357506,2019.0,0.0,1.0,0.0,0.0,1.0
MORONA SANTIAGO,MORONA SANTIAGO,-2.246679826856066,-78.29529620247476,2019.0,5.0,0.0,0.0,0.0,5.0
MORONA SANTIAGO,MORONA SANTIAGO,-1.866654360205096,-78.29426121360679,2019.0,0.0,0.0,0.0,0.0,0.0
MORONA SANTIAGO,MORONA SANTIAGO,-1.705180943875896,-77.97193965850119,2019.0,0.0,0.0,0.0,0.0,0.0
MORONA SANTIAGO,MORONA SANTIAGO,-3.105353480688536,-78.52334464091804,2019.0,0.0,0.0,0.0,0.0,0.0
MORONA SANTIAGO,MORONA SANTIAGO,-2.584860067357296,-78.4876917564764,2019.0,0.0,0.0,0.0,0.0,0.0
MORONA SANTIAGO,MORONA SANTIAGO,-2.460999853413907,-78.17367237121854,2019.0,1.0,0.0,0.0,0.0,1.0
MORONA SANTIAGO,MORONA SANTIAGO,-2.3423828638204363,-77.4622344850939,2019.0,1.0,1.0,0.0,0.0,2.0
MORONA SANTIAGO,MORONA SANTIAGO,-2.9452840978496315,-77.83758519713284,2019.0,0.0,0.0,0.0,0.0,0.0
NAPO,NAPO,-0.9129372283785906,-77.81396940450479,2019.0,0.0,0.0,0.0,0.0,0.0
NAPO,NAPO,-1.165593508653796,-77.85603797820507,2019.0,0.0,0.0,0.0,0.0,0.0
NAPO,NAPO,-0.3387261256683931,-77.81102453422453,2019.0,0.0,0.0,0.0,0.0,0.0
NAPO,NAPO,-0.5122838306440642,-78.02053424085875,2019.0,0.0,0.0,0.0,0.0,0.0
NAPO,NAPO,-0.9984845566159158,-77.81651997548789,2019.0,0.0,0.0,2.0,0.0,2.0
ORELLANA,ORELLANA,-1.1667173457594306,-76.08652266101255,2019.0,0.0,0.0,0.0,0.0,0.0
ORELLANA,ORELLANA,-0.3057379150107256,-76.86294005334763,2019.0,4.0,0.0,0.0,0.0,4.0
PASTAZA,PASTAZA,-1.2435291756710094,-77.684267234228,2019.0,1.0,0.0,0.0,0.0,1.0
PASTAZA,PASTAZA,-1.6281689439596088,-78.18969562527947,2019.0,4.0,1.0,2.0,0.0,7.0
PASTAZA,PASTAZA,-1.267389677554544,-77.88820410340607,2019.0,0.0,0.0,0.0,0.0,0.0
PICHINCHA,PICHINCHA,0.0381597233035107,-78.15171423559532,2019.0,3.0,0.0,1.0,0.0,4.0
PICHINCHA,PICHINCHA,-0.5133856044629309,-78.6581688392839,2019.0,1.0,0.0,2.0,0.0,3.0
PICHINCHA,PICHINCHA,0.0373231000680165,-78.29373043324264,2019.0,1.0,1.0,1.0,0.0,3.0
PICHINCHA,PICHINCHA,0.080250656511275,-79.05042695798497,2019.0,3.0,0.0,0.0,0.0,3.0
PICHINCHA,PICHINCHA,0.1144793157641396,-79.26958391231449,2019.0,3.0,0.0,0.0,0.0,3.0
PICHINCHA,PICHINCHA,-0.2582551339978025,-78.56077684533041,2019.0,42.0,8.0,85.0,0.0,135.0
PICHINCHA,PICHINCHA,-0.127590121058965,-78.4861114280786,2019.0,2.0,0.0,1.0,0.0,3.0
PICHINCHA,PICHINCHA,-1.708393,-79.04258,2019.0,1.0,2.0,0.0,0.0,3.0
SANTA ELENA,SANTA ELENA,-2.2158994406791184,-80.98090925423882,2019.0,2.0,0.0,0.0,0.0,2.0
SANTA ELENA,SANTA ELENA,-2.2312621689687644,-80.86521392529168,2019.0,4.0,1.0,0.0,0.0,5.0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS TSÁCHILAS,0.0030521219327159,-79.40430403742303,2019.0,1.0,0.0,2.0,0.0,3.0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS TSÁCHILAS,-0.2713427546277402,-79.19966583950365,2019.0,14.0,1.0,8.0,1.0,24.0
SUCUMBÍOS,SUCUMBÍOS,0.1473446015748443,-77.28718583123354,2019.0,0.0,0.0,1.0,0.0,1.0
SUCUMBÍOS,SUCUMBÍOS,-0.4330979370899388,-75.71414818278659,2019.0,0.0,1.0,0.0,0.0,1.0
SUCUMBÍOS,SUCUMBÍOS,0.01593963878512,-77.37838471495319,2019.0,0.0,0.0,0.0,0.0,0.0
SUCUMBÍOS,SUCUMBÍOS,0.0026780373515408,-76.82699325019794,2019.0,19.0,1.0,2.0,0.0,22.0
SUCUMBÍOS,SUCUMBÍOS,0.0025085496886935,-76.27171503374841,2019.0,3.0,0.0,0.0,0.0,3.0
SUCUMBÍOS,SUCUMBÍOS,-0.1926656533929786,-76.64798920452397,2019.0,1.0,1.0,1.0,0.0,3.0
SUCUMBÍOS,SUCUMBÍOS,-0.051088978961963,-77.07643847194927,2019.0,0.0,0.0,0.0,0.0,0.0
TUNGURAHUA,TUNGURAHUA,-1.2630894492230418,-78.63451526563072,2019.0,10.0,1.0,3.0,0.0,14.0
TUNGURAHUA,TUNGURAHUA,-1.3973927399623294,-78.4275028532831,2019.0,1.0,0.0,0.0,0.0,1.0
TUNGURAHUA,TUNGURAHUA,-1.355812239172291,-78.61721455222973,2019.0,0.0,0.0,0.0,0.0,0.0
TUNGURAHUA,TUNGURAHUA,-1.418029620771203,-78.67015962769493,2019.0,0.0,0.0,0.0,0.0,0.0
TUNGURAHUA,TUNGURAHUA,-1.3139310569926228,-78.50790537599015,2019.0,0.0,0.0,0.0,0.0,0.0
TUNGURAHUA,TUNGURAHUA,-1.382892452299482,-78.61015926973265,2019.0,0.0,0.0,0.0,0.0,0.0
TUNGURAHUA,TUNGURAHUA,-1.3274599,-78.52739509999999,2019.0,2.0,0.0,0.0,0.0,2.0
TUNGURAHUA,TUNGURAHUA,-1.1766072263904148,-78.54653150185389,2019.0,0.0,0.0,0.0,0.0,0.0
TUNGURAHUA,TUNGURAHUA,-1.3484243702715426,-78.67038662702872,2019.0,0.0,0.0,0.0,0.0,0.0
ZAMORA CHINCHIPE,ZAMORA CHINCHIPE,-3.9492184675927375,-78.79356945679031,2019.0,0.0,0.0,0.0,0.0,0.0
ZAMORA CHINCHIPE,ZAMORA CHINCHIPE,-4.882249859739444,-79.20135657965258,2019.0,0.0,0.0,0.0,0.0,0.0
ZAMORA CHINCHIPE,ZAMORA CHINCHIPE,-3.629560710029823,-78.58886768003977,2019.0,0.0,0.0,0.0,0.0,0.0
ZAMORA CHINCHIPE,ZAMORA CHINCHIPE,-4.464006326468896,-78.84069750195852,2019.0,0.0,0.0,0.0,0.0,0.0
ZAMORA CHINCHIPE,ZAMORA CHINCHIPE,-4.65329794104013,-79.13231665472016,2019.0,0.0,0.0,0.0,0.0,0.0
ZAMORA CHINCHIPE,ZAMORA CHINCHIPE,-3.93280616913619,-78.6767847255149,2019.0,0.0,0.0,1.0,0.0,1.0
ZAMORA CHINCHIPE,ZAMORA CHINCHIPE,-3.831277004206561,-78.76469970560873,2019.0,0.0,0.0,1.0,0.0,1.0
ZAMORA CHINCHIPE,ZAMORA CHINCHIPE,-4.069094467843876,-78.95728545712517,2019.0,0.0,0.0,0.0,0.0,0.0
ZONAS NO DELIMITADAS,ZONAS NO DELIMITADAS,-2.344428,-79.3050839,2019.0,7.0,0.0,1.0,0.0,8.0
ZONAS NO DELIMITADAS,ZONAS NO DELIMITADAS,-0.6824832447025585,-79.62948625960341,2019.0,1.0,0.0,0.0,0.0,1.0
